,datetime_of_infraction,time_of_infraction,year,month,day,infraction_code,infraction_description,set_fine_amount,location2,province,latitude,longitude,permit_time_restrictions,fee_related,time_related,plate_related,fire_route,accessible_related,commercial_related,obstruction_related,cycle_related
466000,2017-09-29 20:19:00,20:19:00,2017,9,29,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"65 LILLIAN ST, TORONTO, ON, CANADA",ON,43.7060743,-79.3932054131742,0,1,0,0,0,0,0,0,0
468000,2017-10-02 14:03:00,14:03:00,2017,10,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"21 HILLCREST AVE, TORONTO, ON, CANADA",ON,43.76743665,-79.41122902832467,0,1,0,0,0,0,0,0,0
470000,2017-10-05 08:21:00,08:21:00,2017,10,5,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
472000,2017-10-07 11:25:00,11:25:00,2017,10,7,29.0,PARK PROHIBITED TIME NO PERMIT,30,"52 FREDERICK ST, TORONTO, ON, CANADA",ON,43.6511052,-79.3695073,1,0,1,0,0,0,0,0,0
474000,2017-10-10 18:17:00,18:17:00,2017,10,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"65 ST MARY ST, TORONTO, ON, CANADA",ON,43.6679624,-79.3859736,0,1,0,0,0,0,0,0,0
476000,2017-10-13 08:05:00,08:05:00,2017,10,13,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"150 DAN LECKIE WAY, TORONTO, ON, CANADA",ON,43.63979375,-79.39854654990367,0,1,0,0,0,0,0,0,0
478000,2017-10-15 18:45:00,18:45:00,2017,10,15,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"111 QUEEN ST E, TORONTO, ON, CANADA",ON,43.6533611,-79.3743382,0,1,0,0,0,0,0,0,0
480000,2017-10-18 01:21:00,01:21:00,2017,10,18,347.0,PARK IN A FIRE ROUTE,250,"160 CHALKFARM DR, TORONTO, ON, CANADA",ON,43.7243749,-79.51466209821027,0,0,0,0,1,0,0,0,0
482000,2017-10-20 08:22:00,08:22:00,2017,10,20,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"ROLLING MILLS RD, TORONTO, ON, CANADA",ON,43.6537456,-79.3561022,0,1,0,0,0,0,0,0,0
484000,2017-10-22 15:52:00,15:52:00,2017,10,22,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"14 CARLTON ST, TORONTO, ON, CANADA",ON,43.661456,-79.382316,0,1,0,0,0,0,0,0,0
486000,2017-10-24 23:48:00,23:48:00,2017,10,24,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"560 KING ST W, TORONTO, ON, CANADA",ON,43.644071,-79.4019476,0,1,0,0,0,0,0,0,0
488000,2017-10-27 10:15:00,10:15:00,2017,10,27,3.0,PARK ON PRIVATE PROPERTY,30,"80 LYNN WILLIAMS ST, TORONTO, ON, CANADA",ON,43.639314299999995,-79.41657699446372,1,0,0,0,0,0,0,0,0
490000,2017-10-30 01:24:00,01:24:00,2017,10,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"16 ST JOSEPH ST, TORONTO, ON, CANADA",ON,43.66593,-79.386129,1,0,0,0,0,0,0,0,0
492000,2017-11-01 11:29:00,11:29:00,2017,11,1,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"310 CLINTON ST, TORONTO, ON, CANADA",ON,43.662212,-79.416727,1,0,0,0,0,0,0,0,0
494000,2017-11-03 17:35:00,17:35:00,2017,11,3,312.0,PARKING MACH-NOT USED/NO FEE,30,"68 MERTON ST, TORONTO, ON, CANADA",ON,43.6969691,-79.3940560872573,0,1,0,0,0,0,0,0,0
496000,2017-11-06 10:27:00,10:27:00,2017,11,6,374.0,STND BUS-SIGNED HWY-PROH DY/TM,300,"104 EDWARD ST, TORONTO, ON, CANADA",AB,43.6566007,-79.3831637,0,0,0,0,0,0,0,0,0
498000,2017-11-08 19:43:00,19:43:00,2017,11,8,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"25 IMPERIAL ST, TORONTO, ON, CANADA",ON,43.699573,-79.39753166666667,0,1,0,0,0,0,0,0,0
500000,2017-11-11 10:11:00,10:11:00,2017,11,11,364.0,STND ONSTRT ACCESSIBLE NO PRMT,450,"40 ORCHARD VIEW BLVD, TORONTO, ON, CANADA",ON,43.7083798,-79.4000683,0,0,0,0,0,1,0,0,0
502000,2017-11-14 07:36:00,07:36:00,2017,11,14,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"21 MELINDA ST, TORONTO, ON, CANADA",ON,43.6484482,-79.3781714,0,0,1,0,0,0,0,0,0
504000,2017-11-16 13:52:00,13:52:00,2017,11,16,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"136 EDWARD ST, TORONTO, ON, CANADA",ON,43.6564284,-79.3840257,0,1,0,0,0,0,0,0,0
506000,2017-11-19 08:48:00,08:48:00,2017,11,19,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"EDWARD ST, TORONTO, ON, CANADA",ON,43.6566007,-79.3831637,1,0,0,0,0,0,0,0,0
508000,2017-11-22 04:38:00,04:38:00,2017,11,22,3.0,PARK ON PRIVATE PROPERTY,30,"170 CHALKFARM DR, TORONTO, ON, CANADA",ON,43.724239,-79.51339230631926,1,0,0,0,0,0,0,0,0
510000,2017-11-24 15:02:00,15:02:00,2017,11,24,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,0,0,1,0,0,0,0,0,0
512000,2017-11-27 13:24:00,13:24:00,2017,11,27,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"42 CHARLES ST E, TORONTO, ON, CANADA",ON,43.669416,-79.3842210275359,0,0,1,0,0,0,0,0,0
514000,2017-11-30 08:15:00,08:15:00,2017,11,30,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"80 COOPERAGE ST, TORONTO, ON, CANADA",ON,43.653246550000006,-79.35723933356698,0,0,0,1,0,0,0,0,0
516000,2017-12-02 13:02:00,13:02:00,2017,12,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"815 DANFORTH AVE, TORONTO, ON, CANADA",ON,43.6796448,-79.3406032,0,1,0,0,0,0,0,0,0
518000,2017-12-05 11:22:00,11:22:00,2017,12,5,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"5 HANNA AVE, TORONTO, ON, CANADA",ON,43.63737535,-79.41833894922632,1,0,0,0,0,0,0,0,0
520000,2017-12-07 18:49:00,18:49:00,2017,12,7,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"123 EDWARD ST, TORONTO, ON, CANADA",ON,43.6556316,-79.3870028,0,1,0,0,0,0,0,0,0
522000,2017-12-10 13:39:00,13:39:00,2017,12,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"96 ST PATRICK ST, TORONTO, ON, CANADA",ON,43.65287425,-79.389811825,0,1,0,0,0,0,0,0,0
524000,2017-12-13 15:08:00,15:08:00,2017,12,13,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"1433 LANSDOWNE AVE, TORONTO, ON, CANADA",ON,43.67575370168153,-79.45006128432456,1,0,0,0,0,0,0,0,0
526000,2017-12-16 12:05:00,12:05:00,2017,12,16,419.0,STAND NON-TAXI IN SIGNED STAND,60,"JAMES ST, TORONTO, ON, CANADA",ON,43.6540378,-79.3814922,0,0,0,0,0,0,0,0,0
528000,2017-12-19 11:20:00,11:20:00,2017,12,19,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"BLOOR ST W, TORONTO, ON, CANADA",ON,43.6496142,-79.483776,0,0,1,0,0,0,0,0,0
530000,2017-12-22 08:00:00,08:00:00,2017,12,22,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"110 CHARLES ST E, TORONTO, ON, CANADA",ON,43.6701236,-79.38033042539504,0,0,1,0,0,0,0,0,0
532000,2017-12-27 16:37:00,16:37:00,2017,12,27,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"42 CHARLES ST E, TORONTO, ON, CANADA",KS,43.669416,-79.3842210275359,0,0,1,0,0,0,0,0,0
534000,2017-12-31 00:29:00,00:29:00,2017,12,31,29.0,PARK PROHIBITED TIME NO PERMIT,30,"172 JOHN ST, TORONTO, ON, CANADA",ON,43.705270799999994,-79.51118478888888,1,0,1,0,0,0,0,0,0
536000,2017-05-04 23:17:00,23:17:00,2017,5,4,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"ST DAVID ST, TORONTO, ON, CANADA",ON,43.658896,-79.3623533,0,0,0,1,0,0,0,0,0
538000,2017-05-07 15:24:00,15:24:00,2017,5,7,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"194 OSSINGTON AVE, TORONTO, ON, CANADA",ON,43.6486187,-79.4206468,0,0,0,0,1,0,0,0,0
540000,2017-05-09 17:49:00,17:49:00,2017,5,9,6.0,PARK-SIGNED HWY-EXC PERMT TIME,40,"CLINTON ST, TORONTO, ON, CANADA",ON,43.6555935,-79.4140112,1,0,0,0,0,0,0,0,0
542000,2017-05-11 20:34:00,20:34:00,2017,5,11,414.0,PARK VEH.-COMMERCIAL LOAD ZONE,40,"60 ST PATRICK ST, TORONTO, ON, CANADA",ON,43.65183465217392,-79.38936969565218,0,0,0,0,0,0,1,0,0
544000,2017-05-13 20:48:00,20:48:00,2017,5,13,3.0,PARK ON PRIVATE PROPERTY,30,"199 RICHMOND ST W, TORONTO, ON, CANADA",ON,43.649487449999995,-79.38813072888891,1,0,0,0,0,0,0,0,0
546000,2017-05-16 08:54:00,08:54:00,2017,5,16,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"17 ISABELLA ST, TORONTO, ON, CANADA",ON,43.66762745,-79.38449220367018,0,1,0,0,0,0,0,0,0
548000,2017-05-18 09:24:00,09:24:00,2017,5,18,372.0,PARK BUS-SIGNED HWY-PROH DY/TM,300,"150 ELIZABETH ST, TORONTO, ON, CANADA",AB,43.6555265,-79.3852419,0,0,0,0,0,0,0,0,0
550000,2017-05-20 03:42:00,03:42:00,2017,5,20,3.0,PARK ON PRIVATE PROPERTY,30,"88 PALACE PIER CRT, TORONTO, ON, CANADA",ON,43.6308753,-79.47541210949223,1,0,0,0,0,0,0,0,0
552000,2017-05-23 01:46:00,01:46:00,2017,5,23,29.0,PARK PROHIBITED TIME NO PERMIT,30,"ST CLARENS AVE, TORONTO, ON, CANADA",ON,43.6647747,-79.4444346,1,0,1,0,0,0,0,0,0
554000,2017-05-25 01:01:00,01:01:00,2017,5,25,3.0,PARK ON PRIVATE PROPERTY,30,"180 CHALKFARM DR, TORONTO, ON, CANADA",ON,43.7239809,-79.51159630414716,1,0,0,0,0,0,0,0,0
556000,2017-05-27 07:19:00,07:19:00,2017,5,27,3.0,PARK ON PRIVATE PROPERTY,30,"70 EDWARD ST, TORONTO, ON, CANADA",ON,43.6566007,-79.3831637,1,0,0,0,0,0,0,0,0
558000,2017-05-29 15:19:00,15:19:00,2017,5,29,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"260 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6498323,-79.3919735,0,0,1,0,0,0,0,0,0
560000,2017-05-31 15:47:00,15:47:00,2017,5,31,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"7 PLEASANT BLVD, TORONTO, ON, CANADA",ON,43.687115,-79.393144,0,0,1,0,0,0,0,0,0
562000,2017-06-02 19:29:00,19:29:00,2017,6,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"387 SPADINA RD, TORONTO, ON, CANADA",ON,43.68799981641339,-79.41233564229191,0,1,0,0,0,0,0,0,0
564000,2017-06-05 07:47:00,07:47:00,2017,6,5,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"120 HARRISON GARDEN BLVD, TORONTO, ON, CANADA",ON,43.75803165,-79.40318685164361,1,0,0,0,0,0,0,0,0
566000,2017-06-07 10:37:00,10:37:00,2017,6,7,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"30 ST CLAIR AVE W, TORONTO, ON, CANADA",ON,43.68821865,-79.39534874652779,0,1,0,0,0,0,0,0,0
568000,2017-06-09 11:32:00,11:32:00,2017,6,9,3.0,PARK ON PRIVATE PROPERTY,30,"840 COXWELL AVE, TORONTO, ON, CANADA",ON,43.6903756,-79.3266629,1,0,0,0,0,0,0,0,0
570000,2017-06-11 21:06:00,21:06:00,2017,6,11,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"68 GRANGEWAY AVE, TORONTO, ON, CANADA",ON,43.7728952,-79.2489793,0,0,1,0,0,0,0,0,0
572000,2017-06-14 08:02:00,08:02:00,2017,6,14,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"40 GERRARD ST E, TORONTO, ON, CANADA",ON,43.6598344,-79.38035645640073,0,1,0,0,0,0,0,0,0
574000,2017-06-16 09:48:00,09:48:00,2017,6,16,16.0,PARK-WITHIN 9M INTERSECT ROAD,50,"CHURCH ST, TORONTO, ON, CANADA",ON,43.654823,-79.37644,0,0,0,0,0,0,0,1,0
576000,2017-06-18 15:50:00,15:50:00,2017,6,18,29.0,PARK PROHIBITED TIME NO PERMIT,30,"274 GEORGE ST, TORONTO, ON, CANADA",ON,43.65704396296296,-79.37346692592591,1,0,1,0,0,0,0,0,0
578000,2017-06-20 18:46:00,18:46:00,2017,6,20,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"875 QUEEN ST E, TORONTO, ON, CANADA",ON,43.6603708,-79.3425969,1,0,0,0,0,0,0,0,0
580000,2017-06-23 02:24:00,02:24:00,2017,6,23,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"WELLINGTON ST W, TORONTO, ON, CANADA",ON,43.6418702,-79.405991,0,0,1,0,0,0,0,0,0
582000,2017-06-25 18:10:00,18:10:00,2017,6,25,29.0,PARK PROHIBITED TIME NO PERMIT,30,"50 LYNN WILLIAMS ST, TORONTO, ON, CANADA",ON,43.6392081,-79.415299,1,0,1,0,0,0,0,0,0
584000,2017-06-27 22:32:00,22:32:00,2017,6,27,192.0,STAND SIGNED TRANSIT STOP,150,"745 QUEEN ST W, TORONTO, ON, CANADA",QC,43.6464544,-79.4071343,0,0,0,0,0,0,0,1,0
586000,2017-06-30 02:27:00,02:27:00,2017,6,30,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"626 KING ST W, TORONTO, ON, CANADA",ON,43.64433267563025,-79.40109387019073,0,0,1,0,0,0,0,0,0
588000,2017-07-02 20:07:00,20:07:00,2017,7,2,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"585 UNIVERSITY AVE, TORONTO, ON, CANADA",NJ,43.657721,-79.38923,0,0,1,0,0,0,0,0,0
590000,2017-07-05 12:35:00,12:35:00,2017,7,5,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,1,0,0,0,0,0,0,0,0
592000,2017-07-07 12:44:00,12:44:00,2017,7,7,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,0,1,0,0,0,0,0,0
594000,2017-07-10 03:15:00,03:15:00,2017,7,10,3.0,PARK ON PRIVATE PROPERTY,30,"50 LYNN WILLIAMS ST, TORONTO, ON, CANADA",ON,43.6392081,-79.415299,1,0,0,0,0,0,0,0,0
596000,2017-07-12 11:28:00,11:28:00,2017,7,12,3.0,PARK ON PRIVATE PROPERTY,30,"6 SPRING GARDEN AVE, TORONTO, ON, CANADA",ON,43.76468275,-79.41104447849774,1,0,0,0,0,0,0,0,0
598000,2017-07-14 14:01:00,14:01:00,2017,7,14,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"70 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.6505447,-79.38210984712389,0,0,1,0,0,0,0,0,0
600000,2017-07-17 00:55:00,00:55:00,2017,7,17,29.0,PARK PROHIBITED TIME NO PERMIT,30,"28 LINDEN ST, TORONTO, ON, CANADA",ON,43.6709193,-79.37658140461926,1,0,1,0,0,0,0,0,0
602000,2017-07-19 00:05:00,00:05:00,2017,7,19,29.0,PARK PROHIBITED TIME NO PERMIT,30,"172 JOHN ST, TORONTO, ON, CANADA",ON,43.705270799999994,-79.51118478888888,1,0,1,0,0,0,0,0,0
604000,2017-07-21 01:02:00,01:02:00,2017,7,21,3.0,PARK ON PRIVATE PROPERTY,30,"1153 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6427197,-79.4247485,1,0,0,0,0,0,0,0,0
606000,2017-07-23 09:48:00,09:48:00,2017,7,23,29.0,PARK PROHIBITED TIME NO PERMIT,30,"PARKDALE RD, TORONTO, ON, CANADA",ON,43.6412555,-79.4516386,1,0,1,0,0,0,0,0,0
608000,2017-07-25 15:39:00,15:39:00,2017,7,25,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"225 RICHMOND ST W, TORONTO, ON, CANADA",ON,43.6491214,-79.3892214,0,0,1,0,0,0,0,0,0
610000,2017-07-27 20:34:00,20:34:00,2017,7,27,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"550 WELLINGTON ST W, TORONTO, ON, CANADA",ON,43.6431446,-79.4020189,1,0,0,0,0,0,0,0,0
612000,2017-07-30 00:12:00,00:12:00,2017,7,30,29.0,PARK PROHIBITED TIME NO PERMIT,30,"154 OSSINGTON AVE, TORONTO, ON, CANADA",ON,43.6476635,-79.4202964,1,0,1,0,0,0,0,0,0
614000,2017-08-01 12:16:00,12:16:00,2017,8,1,134.0,PARK-SIGNED HWY-PUBLIC LANE,40,"236 ADELAIDE ST W, TORONTO, ON, CANADA",ON,43.6483865,-79.3883322,0,0,0,0,0,0,0,0,0
616000,2017-08-03 13:12:00,13:12:00,2017,8,3,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"DOURO ST, TORONTO, ON, CANADA",ON,43.6406057,-79.4133849,0,1,0,0,0,0,0,0,0
618000,2017-08-05 13:55:00,13:55:00,2017,8,5,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"565 KING ST W, TORONTO, ON, CANADA",ON,43.644071,-79.4019476,0,1,0,0,0,0,0,0,0
620000,2017-08-08 09:32:00,09:32:00,2017,8,8,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"21 MELINDA ST, TORONTO, ON, CANADA",ON,43.6484482,-79.3781714,0,0,1,0,0,0,0,0,0
622000,2017-08-10 09:00:00,09:00:00,2017,8,10,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"123 EDWARD ST, TORONTO, ON, CANADA",ON,43.6556316,-79.3870028,1,0,0,0,0,0,0,0,0
624000,2017-08-12 11:58:00,11:58:00,2017,8,12,3.0,PARK ON PRIVATE PROPERTY,30,"70 EDWARD ST, TORONTO, ON, CANADA",ON,43.6566007,-79.3831637,1,0,0,0,0,0,0,0,0
626000,2017-08-15 04:01:00,04:01:00,2017,8,15,3.0,PARK ON PRIVATE PROPERTY,30,"2040 DON MILLS RD, TORONTO, ON, CANADA",ON,43.7637589,-79.34775939418014,1,0,0,0,0,0,0,0,0
628000,2017-08-17 07:05:00,07:05:00,2017,8,17,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"LA PLANTE AVE, TORONTO, ON, CANADA",ON,43.6591927,-79.3860233,0,0,1,0,0,0,0,0,0
630000,2017-08-19 12:23:00,12:23:00,2017,8,19,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"10 MARKET ST, TORONTO, ON, CANADA",ON,43.6482906,-79.3719506,0,0,0,1,0,0,0,0,0
632000,2017-08-22 08:05:00,08:05:00,2017,8,22,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"5 HANNA AVE, TORONTO, ON, CANADA",ON,43.63737535,-79.41833894922632,0,1,0,0,0,0,0,0,0
634000,2017-08-24 12:04:00,12:04:00,2017,8,24,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"200 KING ST E, TORONTO, ON, CANADA",ON,43.651419,-79.37029111995278,1,0,0,0,0,0,0,0,0
636000,2017-08-26 13:46:00,13:46:00,2017,8,26,3.0,PARK ON PRIVATE PROPERTY,30,"3401 DUFFERIN ST, TORONTO, ON, CANADA",ON,43.726096850000005,-79.45498634404824,1,0,0,0,0,0,0,0,0
638000,2017-08-29 12:06:00,12:06:00,2017,8,29,3.0,PARK ON PRIVATE PROPERTY,30,"39 QUEENS QUAY E, TORONTO, ON, CANADA",ON,43.6419606,-79.3718541,1,0,0,0,0,0,0,0,0
640000,2017-08-31 16:46:00,16:46:00,2017,8,31,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"EASTERN AVE, TORONTO, ON, CANADA",ON,43.6586497,-79.337798,0,1,0,0,0,0,0,0,0
642000,2017-09-03 00:14:00,00:14:00,2017,9,3,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"38 DAN LECKIE WAY, TORONTO, ON, CANADA",MI,43.6376402,-79.3982741,1,0,0,0,0,0,0,0,0
644000,2018-10-02 06:55:00,06:55:00,2018,10,2,29.0,PARK PROHIBITED TIME NO PERMIT,30,"ST CLARENS AVE, TORONTO, ON, CANADA",ON,43.6647747,-79.4444346,1,0,1,0,0,0,0,0,0
646000,2018-10-04 12:39:00,12:39:00,2018,10,4,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"60 YORK ST, TORONTO, ON, CANADA",ON,43.6462201,-79.3830742,1,0,0,0,0,0,0,0,0
648000,2018-10-06 23:30:00,23:30:00,2018,10,6,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"625 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6472948,-79.4029536,0,1,0,0,0,0,0,0,0
650000,2018-10-10 09:50:00,09:50:00,2018,10,10,3.0,PARK ON PRIVATE PROPERTY,30,"9 BOGERT AVE, TORONTO, ON, CANADA",ON,43.7602981,-79.4113055,1,0,0,0,0,0,0,0,0
652000,2018-10-12 11:23:00,11:23:00,2018,10,12,30.0,STOP-(ON/OVER) (SIDEWK/FTPATH),150,"PEARL ST, TORONTO, ON, CANADA",ON,43.6484537,-79.3843215,0,0,1,0,0,0,0,1,0
654000,2018-10-15 08:08:00,08:08:00,2018,10,15,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"320 RONCESVALLES AVE, TORONTO, ON, CANADA",ON,43.6499928,-79.45077272072649,0,1,0,0,0,0,0,0,0
656000,2018-10-17 03:31:00,03:31:00,2018,10,17,3.0,PARK ON PRIVATE PROPERTY,30,"90 PARK LAWN RD, TORONTO, ON, CANADA",QC,43.6336646,-79.4923454,1,0,0,0,0,0,0,0,0
658000,2018-10-19 09:05:00,09:05:00,2018,10,19,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"25 LEONARD AVE, TORONTO, ON, CANADA",ON,43.65384619230769,-79.40450084615385,0,0,1,0,0,0,0,0,0
660000,2018-10-21 17:34:00,17:34:00,2018,10,21,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"494 EGLINTON AVE W, TORONTO, ON, CANADA",ON,43.70378009411765,-79.41302763529411,0,1,0,0,0,0,0,0,0
662000,2018-10-24 02:23:00,02:23:00,2018,10,24,3.0,PARK ON PRIVATE PROPERTY,30,"600 FLEET ST, TORONTO, ON, CANADA",ON,43.63674235,-79.40026648809913,1,0,0,0,0,0,0,0,0
664000,2018-10-26 01:59:00,01:59:00,2018,10,26,3.0,PARK ON PRIVATE PROPERTY,30,"235 SHERWAY GARDENS RD, TORONTO, ON, CANADA",ON,43.6092484,-79.55898769029126,1,0,0,0,0,0,0,0,0
666000,2018-10-28 16:17:00,16:17:00,2018,10,28,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"21 BALMUTO ST, TORONTO, ON, CANADA",ON,43.66914895,-79.38736372648393,0,0,1,0,0,0,0,0,0
668000,2018-10-30 18:54:00,18:54:00,2018,10,30,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"80 WESTERN BATTERY RD, TORONTO, ON, CANADA",ON,43.6392733,-79.4143231,0,1,0,0,0,0,0,0,0
670000,2018-11-02 04:17:00,04:17:00,2018,11,2,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"24 MABELLE AVE, TORONTO, ON, CANADA",ON,43.646605,-79.52720203996003,0,0,1,0,0,0,0,0,0
672000,2018-11-04 17:15:00,17:15:00,2018,11,4,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"1285 ST CLAIR AVE W, TORONTO, ON, CANADA",ON,43.676738557142855,-79.44761112857142,0,0,1,0,0,0,0,0,0
674000,2018-11-07 04:05:00,04:05:00,2018,11,7,3.0,PARK ON PRIVATE PROPERTY,30,"205 SHERWAY GARDENS RD, TORONTO, ON, CANADA",ON,43.60969735,-79.55718365015159,1,0,0,0,0,0,0,0,0
676000,2018-11-09 10:22:00,10:22:00,2018,11,9,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2315 BLOOR ST W, TORONTO, ON, CANADA",ON,43.6502298,-79.4797533,0,1,0,0,0,0,0,0,0
678000,2018-11-12 10:24:00,10:24:00,2018,11,12,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"150 YORK ST, TORONTO, ON, CANADA",ON,43.649284,-79.384275,1,0,0,0,0,0,0,0,0
680000,2018-11-14 15:44:00,15:44:00,2018,11,14,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"LA PLANTE AVE, TORONTO, ON, CANADA",ON,43.6591927,-79.3860233,0,1,0,0,0,0,0,0,0
682000,2018-11-17 08:33:00,08:33:00,2018,11,17,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"BYNG AVE, TORONTO, ON, CANADA",ON,43.77972,-79.4005265,0,1,0,0,0,0,0,0,0
684000,2018-11-20 07:16:00,07:16:00,2018,11,20,29.0,PARK PROHIBITED TIME NO PERMIT,30,"117 PEMBROKE ST, TORONTO, ON, CANADA",ON,43.660318,-79.373158,1,0,1,0,0,0,0,0,0
686000,2018-11-22 12:56:00,12:56:00,2018,11,22,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"40 ORCHARD VIEW BLVD, TORONTO, ON, CANADA",ON,43.7083798,-79.4000683,1,0,0,0,0,0,0,0,0
688000,2018-11-25 01:17:00,01:17:00,2018,11,25,29.0,PARK PROHIBITED TIME NO PERMIT,30,"100 MAITLAND ST, TORONTO, ON, CANADA",ON,43.665086849999994,-79.37967475694863,1,0,1,0,0,0,0,0,0
690000,2018-11-27 22:17:00,22:17:00,2018,11,27,29.0,PARK PROHIBITED TIME NO PERMIT,30,"135 BLEECKER ST, TORONTO, ON, CANADA",ON,43.66617228571428,-79.37317585714285,1,0,1,0,0,0,0,0,0
692000,2018-11-30 14:08:00,14:08:00,2018,11,30,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"70 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.6505447,-79.38210984712389,0,0,1,0,0,0,0,0,0
694000,2018-12-03 08:14:00,08:14:00,2018,12,3,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
696000,2018-12-05 12:22:00,12:22:00,2018,12,5,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"924 BLOOR ST W, TORONTO, ON, CANADA",ON,43.6617859,-79.4271599,0,1,0,0,0,0,0,0,0
698000,2018-12-07 13:52:00,13:52:00,2018,12,7,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"9 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.6508177,-79.3791465,0,0,1,0,0,0,0,0,0
